ala_exch,gly_exch,arg_exch,asn_exch,asp_exch,cys_exch,glu_exch,gln_exch,his_exch,ile_exch,leu_exch,lys_exch,met_exch,phe_exch,ser_exch,thr_exch,trp_exch,tyr_exch,val_exch,pro_exch,grow
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08097615085967799
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.06988352745424299
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.08097615085967799
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.08097615085967799
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.08097615085967799
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.08097615085967799
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.08097615085967799
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09817866435386
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.045793581960104
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.09817866435386
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.09817866435386
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.09817866435386
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.09817866435386
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.09817866435386
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.09817866435386
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.08097615085967799
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.09817866435386
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.08097615085967799
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0229247550379
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.08097615085967799
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.061405030355594
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.09817866435386
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.08097615085967799
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.061405030355594
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.061405030355594
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.09817866435386
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.08097615085967799
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.505926724137931
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.061405030355594
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.061405030355594
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.09817866435386
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.8195043103448281
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.656590683845391
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.276939655172414
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08097615085967799
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8945197407189159
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.061405030355594
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.061405030355594
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.061405030355594
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09817866435386
0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.786093105480259
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.945043103448276
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08097615085967799
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.061405030355594
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.061405030355594
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.061405030355594
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.061405030355594
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.061405030355594
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09817866435386
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08097615085967799
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.061405030355594
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.061405030355594
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.061405030355594
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.061405030355594
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.061405030355594
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.061405030355594
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09817866435386
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08097615085967799
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.061405030355594
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.061405030355594
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.061405030355594
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.061405030355594
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.061405030355594
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.061405030355594
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09817866435386
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08097615085967799
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.061405030355594
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.061405030355594
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.061405030355594
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.061405030355594
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.061405030355594
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.061405030355594
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09817866435386
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.061405030355594
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08097615085967799
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.061405030355594
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.061405030355594
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.061405030355594
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.061405030355594
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.061405030355594
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.061405030355594
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09817866435386
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.061405030355594
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061405030355594
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08097615085967799
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.061405030355594
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.061405030355594
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.061405030355594
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.061405030355594
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.061405030355594
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.061405030355594
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.09817866435386
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.061405030355594
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.061405030355594
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.061405030355594
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281466798810704
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061405030355594
